problem,z3,msat,minisat-ml,minisat,batsat,z3.time,msat.time,minisat-ml.time,minisat.time,batsat.time
benchs/basic/uuf50-0809.cnf.gz,unsat,unsat,unsat,unsat,unsat,0.02,0.01,0.02,0.01,0.01
benchs/basic/uuf50-0808.cnf.gz,unsat,unsat,unsat,unsat,unsat,0.02,0.01,0.02,0.01,0.01
benchs/basic/uuf50-0807.cnf.gz,unsat,unsat,unsat,unsat,unsat,0.02,0.01,0.02,0.01,0.01
benchs/basic/uuf50-0806.cnf.gz,unsat,unsat,unsat,unsat,unsat,0.02,0.01,0.02,0.01,0.01
benchs/basic/uuf50-0805.cnf.gz,unsat,unsat,unsat,unsat,unsat,0.03,0.02,0.02,0.01,0.01
benchs/basic/uuf50-0804.cnf.gz,unsat,unsat,unsat,unsat,unsat,0.02,0.01,0.02,0.01,0.01
benchs/basic/uuf50-0803.cnf.gz,unsat,unsat,unsat,unsat,unsat,0.02,0.01,0.02,0.01,0.01
benchs/basic/uuf50-0802.cnf.gz,unsat,unsat,unsat,unsat,unsat,0.02,0.01,0.02,0.01,0.01
benchs/basic/uuf50-0801.cnf.gz,unsat,unsat,unsat,unsat,unsat,0.02,0.01,0.02,0.01,0.01
benchs/basic/uuf50-0800.cnf.gz,unsat,unsat,unsat,unsat,unsat,0.02,0.02,0.02,0.01,0.01
benchs/basic/uuf50-080.cnf.gz,unsat,unsat,unsat,unsat,unsat,0.02,0.01,0.02,0.01,0.01
